datetime,plant_name,procurement_market,electricity_price_EUR_per_MWh_el,electricity_procured_MWh_el,charged_heat_MWh_th,charging_cost_EUR,charged_heat_cost_EUR_per_MWh_th,thermal_inventory_MWh_th,weighted_average_inventory_cost_EUR_per_MWh_th,thermal_inventory_day_ahead_MWh_th,thermal_inventory_intraday_continuous_MWh_th,thermal_inventory_afrr_energy_MWh_th,thermal_inventory_other_MWh_th
2025-01-01 00:00:00+01:00,plant_1,no_charge,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:15:00+01:00,plant_1,no_charge,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:30:00+01:00,plant_1,day_ahead,14.26,1.6894736842105265,1.605,24.091894736842107,15.010526315789475,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:45:00+01:00,plant_1,day_ahead,14.26,1.6894736842105265,1.605,24.091894736842107,15.010526315789475,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:00:00+01:00,plant_1,day_ahead,13.7,1.6894736842105265,1.605,23.14578947368421,14.421052631578947,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:15:00+01:00,plant_1,day_ahead,13.7,1.6894736842105265,1.605,23.14578947368421,14.421052631578947,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:30:00+01:00,plant_1,day_ahead,13.7,1.6894736842105265,1.605,23.14578947368421,14.421052631578947,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:45:00+01:00,plant_1,day_ahead,13.7,1.6894736842105265,1.605,23.14578947368421,14.421052631578947,1.6066066066066065,13.973460414417735,0.8029014507253628,0.8037051558812439,0.0,0.0
2025-01-01 01:45:00+01:00,plant_1,intraday_continuous,12.85,1.6911648490595859,1.6066066066066065,21.73146831041568,13.526315789473685,1.6066066066066065,13.973460414417735,0.8029014507253628,0.8037051558812439,0.0,0.0
2025-01-01 02:00:00+01:00,plant_1,no_charge,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:15:00+01:00,plant_1,day_ahead,12.1,4.0,3.8,48.4,12.736842105263158,2.195,12.736842105263158,2.195,0.0,0.0,0.0
2025-01-01 02:30:00+01:00,plant_1,day_ahead,12.1,4.0,3.8,48.4,12.736842105263158,4.387805,12.73684210526316,4.387805,0.0,0.0,0.0
2025-01-01 02:45:00+01:00,plant_1,day_ahead,12.1,4.0,3.8,48.4,12.736842105263158,6.578417195,12.736842105263158,6.578417195,0.0,0.0,0.0
